success,status,gemarkung,flur,a_datum,a_datum_dmy,quartal,gemeinde,ogc_fid,type
true,true,Sahms,017228005,2023-11-06,06.11.2023,11_2023,Sahms,7495,alkis
true,true,Louisenberg,010253001,2023-11-06,06.11.2023,11_2023,Eckernförde,7496,alkis
true,true,Breitenberg,012019002,2023-11-06,06.11.2023,11_2023,Breitenberg,7497,alkis
true,true,Owschlag,010326002,2023-11-06,06.11.2023,11_2023,Owschlag,7498,alkis
true,true,Mehlby,018142006,2023-11-06,06.11.2023,11_2023,Kappeln,7499,alkis
true,true,Neuenkirchen,013341017,2023-11-06,06.11.2023,11_2023,Neuenkirchen,7500,alkis
true,true,Bargenstedt,013007002,2023-11-06,06.11.2023,11_2023,Bargenstedt,7501,alkis
true,true,Kleinkummerfeld,014547001,2023-11-06,06.11.2023,11_2023,Groß Kummerfeld,7502,alkis
true,true,Rendsburg,010348011,2023-11-06,06.11.2023,11_2023,Rendsburg,7503,alkis
true,true,Rellingen,016568003,2023-11-06,06.11.2023,11_2023,Rellingen,7504,alkis
true,true,Hohenfelde,012046012,2023-11-06,06.11.2023,11_2023,Hohenfelde,7505,alkis
true,true,Breklum,011512006,2023-11-06,06.11.2023,11_2023,Breklum,7506,alkis
true,true,Hohenfelde,015049001,2023-11-06,06.11.2023,11_2023,Hohenfelde,7507,alkis
true,true,Altheikendorf,012711003,2023-11-06,06.11.2023,11_2023,Heikendorf,7508,alkis
true,true,Bokelholm,010042004,2023-11-06,06.11.2023,11_2023,Emkendorf,7509,alkis
true,true,Groß Rolübbe,016059004,2023-11-06,06.11.2023,11_2023,Kletkamp,7510,alkis
true,true,Niesgrau,011102003,2023-11-06,06.11.2023,11_2023,Niesgrau,7511,alkis
true,true,Ekeberg,018027003,2023-11-06,06.11.2023,11_2023,Struxdorf,7512,alkis
true,true,Hattstedtermarsch,011527001,2023-11-06,06.11.2023,11_2023,Hattstedtermarsch,7513,alkis
true,true,Fargau,012706007,2023-11-06,06.11.2023,11_2023,Fargau-Pratjau,7514,alkis
true,true,Dollerup,011183001,2023-11-06,06.11.2023,11_2023,Westerholz,7515,alkis
true,true,Hochdonn,013039004,2023-11-06,06.11.2023,11_2023,Hochdonn,7516,alkis
true,true,Horst,012048018,2023-11-06,06.11.2023,11_2023,Horst (Holstein),7517,alkis
true,true,Steinrade,010408002,2023-11-06,06.11.2023,11_2023,Bünsdorf,7518,alkis
true,true,Alt Duvenstedt,010007001,2023-11-06,06.11.2023,11_2023,Lohe-Föhrden,7519,alkis
true,true,Wohlde,018128007,2023-11-06,06.11.2023,11_2023,Wohlde,7520,alkis
true,true,Seth,019104004,2023-11-06,06.11.2023,11_2023,Seth,7521,alkis
true,true,Karolinenkoog,013332006,2023-11-06,06.11.2023,11_2023,Karolinenkoog,7522,alkis
true,true,Lottorf,018073001,2023-11-06,06.11.2023,11_2023,Lottorf,7523,alkis
true,true,Grünholz,011042003,2023-11-06,06.11.2023,11_2023,Sterup,7524,alkis
true,true,Pronstorf,019088009,2023-11-06,06.11.2023,11_2023,Pronstorf,7525,alkis
true,true,Langenhorn,011543015,2023-11-06,06.11.2023,11_2023,Langenhorn,7526,alkis
true,true,Stoltebüll,011136003,2023-11-06,06.11.2023,11_2023,Stoltebüll,7527,alkis
true,true,Sophienhamm,010397001,2023-11-06,06.11.2023,11_2023,Sophienhamm,7528,alkis
true,true,Guckelsby,010147002,2023-11-06,06.11.2023,11_2023,Thumby,7529,alkis
true,true,Gönnebek,019032012,2023-11-06,06.11.2023,11_2023,Gönnebek,7530,alkis
true,true,Meilsdorf,015076001,2023-11-06,06.11.2023,11_2023,Siek,7531,alkis
true,true,Oster-Ohrstedt,011566004,2023-11-06,06.11.2023,11_2023,Oster-Ohrstedt,7532,alkis
true,true,Rantzau (Hpthf.),016143001,2023-11-06,06.11.2023,11_2023,Rantzau,7533,alkis
true,true,Braak,015018001,2023-11-06,06.11.2023,11_2023,Braak,7534,alkis
true,true,Tellingstedt,013366008,2023-11-06,06.11.2023,11_2023,Tellingstedt,7535,alkis
true,true,Louisenlund,010255002,2023-11-06,06.11.2023,11_2023,Güby,7536,alkis
true,true,Heede,016533013,2023-11-06,06.11.2023,11_2023,Heede,7537,alkis
true,true,Taarstedt,018115003,2023-11-06,06.11.2023,11_2023,Taarstedt,7538,alkis
true,true,Kollmar,012170022,2023-11-06,06.11.2023,11_2023,Neuendorf b. Elmshorn,7539,alkis
true,true,Fahrenkrug,019024004,2023-11-06,06.11.2023,11_2023,Fahrenkrug,7540,alkis
true,true,Uelsby,018123007,2023-11-06,06.11.2023,11_2023,Uelsby,7541,alkis
true,true,Tastrup,011144003,2023-11-06,06.11.2023,11_2023,Tastrup,7542,alkis
true,true,Großenaspe,014532017,2023-11-06,06.11.2023,11_2023,Großenaspe,7543,alkis
true,true,Nehmten,016115006,2023-11-06,06.11.2023,11_2023,Nehmten,7544,alkis
true,true,Schwesing,011580007,2023-11-06,06.11.2023,11_2023,Schwesing,7545,alkis
true,true,Stakendorf,012740007,2023-11-06,06.11.2023,11_2023,Stakendorf,7546,alkis
true,true,Sühlen,015128002,2023-11-06,06.11.2023,11_2023,Travenbrück,7547,alkis
true,true,Kleinwiehe,011074003,2023-11-06,06.11.2023,11_2023,Lindewitt,7548,alkis
true,true,Möhnsen,017178002,2023-11-06,06.11.2023,11_2023,Möhnsen,7549,alkis
true,true,Tensbüttel,013088001,2023-11-06,06.11.2023,11_2023,Tensbüttel-Röst,7550,alkis
true,true,Kisdorf,019062019,2023-11-06,06.11.2023,11_2023,Kisdorf,7551,alkis
true,true,Engelau,016036001,2023-11-06,06.11.2023,11_2023,Giekau,7552,alkis
true,true,Langeln,016550009,2023-11-06,06.11.2023,11_2023,Langeln,7553,alkis
true,true,Hohn,010184009,2023-11-06,06.11.2023,11_2023,Hohn,7554,alkis
true,true,Rumohr,012628003,2023-11-06,06.11.2023,11_2023,Rumohr,7555,alkis
true,true,Wentorf,016201003,2023-11-06,06.11.2023,11_2023,Klamp,7556,alkis
true,true,Schwissel,019100005,2023-11-06,06.11.2023,11_2023,Schwissel,7557,alkis
true,true,Neuerfrade-Rickling,019082008,2023-11-06,06.11.2023,11_2023,Rickling,7558,alkis
true,true,Bönebüttel -7095,014655099,2023-11-06,06.11.2023,11_2023,Bönebüttel,7559,alkis
true,true,Bokel,010041013,2023-11-06,06.11.2023,11_2023,Bokel,7560,alkis
true,true,Hardebek,019041008,2023-11-06,06.11.2023,11_2023,Hardebek,7561,alkis
true,true,Itzehoe,012051009,2023-11-06,06.11.2023,11_2023,Itzehoe,7562,alkis
true,true,Ellerhoop,016520004,2023-11-06,06.11.2023,11_2023,Ellerhoop,7563,alkis
true,true,Nübbel,010302010,2023-11-06,06.11.2023,11_2023,Nübbel,7564,alkis
true,true,Holzdorf,010194003,2023-11-06,06.11.2023,11_2023,Holzdorf,7565,alkis
true,true,Ohe,010306003,2023-11-06,06.11.2023,11_2023,Schülldorf,7566,alkis
true,true,Brande-Hörnerkirchen,016513004,2023-11-06,06.11.2023,11_2023,Brande-Hörnerkirchen,7567,alkis
true,true,Kius,018059007,2023-11-06,06.11.2023,11_2023,Ulsnis,7568,alkis
true,true,Borgwedel,018014008,2023-11-06,06.11.2023,11_2023,Borgwedel,7569,alkis
true,true,Hörsten,010173004,2023-11-06,06.11.2023,11_2023,Hörsten,7570,alkis
true,true,Hedwigenkoog,013322001,2023-11-06,06.11.2023,11_2023,Hedwigenkoog,7571,alkis
true,true,Brux,012633004,2023-11-06,06.11.2023,11_2023,Westensee,7572,alkis
true,true,Föhrden-Barl,019026002,2023-11-06,06.11.2023,11_2023,Föhrden-Barl,7573,alkis
true,true,Itzehoe,012051012,2023-11-06,06.11.2023,11_2023,Itzehoe,7574,alkis
true,true,Gulde,011044006,2023-11-06,06.11.2023,11_2023,Stoltebüll,7575,alkis
true,true,Kisdorf,019062009,2023-11-06,06.11.2023,11_2023,Kisdorf,7576,alkis
true,true,Brunsbüttel,013016110,2023-11-06,06.11.2023,11_2023,Brunsbüttel,7577,alkis
true,true,Pellworm,011567002,2023-11-06,06.11.2023,11_2023,Pellworm,7578,alkis
true,true,Sachsenwald,017220042,2023-11-06,06.11.2023,11_2023,"Sachsenwald, Forstgutsbez.",7579,alkis
true,true,Lankau,017158006,2023-11-06,06.11.2023,11_2023,Lankau,7580,alkis
true,true,Bordelum,011510010,2023-11-06,06.11.2023,11_2023,Bordelum,7581,alkis
true,true,Sachsenwald,017220020,2023-11-06,06.11.2023,11_2023,"Sachsenwald, Forstgutsbez.",7582,alkis
true,true,Fahrdorf,018033012,2023-11-06,06.11.2023,11_2023,Fahrdorf,7583,alkis
true,true,Wittenberg,016208002,2023-11-06,06.11.2023,11_2023,Martensrade,7584,alkis
true,true,Westerrönfeld,010443005,2023-11-06,06.11.2023,11_2023,Westerrönfeld,7585,alkis
true,true,Sören,014566003,2023-11-06,06.11.2023,11_2023,Sören,7586,alkis
true,true,Embühren,010096005,2023-11-06,06.11.2023,11_2023,Embühren,7587,alkis
true,true,Sörup,011129046,2023-11-06,06.11.2023,11_2023,Sörup,7588,alkis
true,true,Mühlenbarbek,012080006,2023-11-06,06.11.2023,11_2023,Mühlenbarbek,7589,alkis
true,true,Mölln,017179005,2023-11-06,06.11.2023,11_2023,Mölln,7590,alkis
true,true,Fockbek,010104001,2023-11-06,06.11.2023,11_2023,Fockbek,7591,alkis
true,true,Achtrup,015501004,2023-11-06,06.11.2023,11_2023,Achtrup,7592,alkis
true,true,Seeth,011633006,2023-11-06,06.11.2023,11_2023,Seeth,7593,alkis
true,true,Tielenhemme,013368001,2023-11-06,06.11.2023,11_2023,Tielenhemme,7594,alkis
true,true,Hagen,019039007,2023-11-06,06.11.2023,11_2023,Hagen,7595,alkis
true,true,Gönnebek,019032001,2023-11-06,06.11.2023,11_2023,Gönnebek,7596,alkis
true,true,Rohlfshagen,015106001,2023-11-06,06.11.2023,11_2023,Rümpel,7597,alkis
true,true,Borgstedt,010050003,2023-11-06,06.11.2023,11_2023,Borgstedt,7598,alkis
true,true,Wahlstedt,019123011,2023-11-06,06.11.2023,11_2023,Wahlstedt,7599,alkis
true,true,Besenthal,017021005,2023-11-06,06.11.2023,11_2023,Besenthal,7600,alkis
true,true,Gnutz,010120016,2023-11-06,06.11.2023,11_2023,Gnutz,7601,alkis
true,true,Kniphagen,014091003,2023-11-06,06.11.2023,11_2023,Schönwalde am Bungsberg,7602,alkis
true,true,Neutestorf,014128002,2023-11-06,06.11.2023,11_2023,Wangels,7603,alkis
true,true,Seedorf,017251005,2023-11-06,06.11.2023,11_2023,Seedorf,7604,alkis
true,true,Alveslohe,019003010,2023-11-06,06.11.2023,11_2023,Alveslohe,7605,alkis
true,true,Lütjenwestedt,010258015,2023-11-06,06.11.2023,11_2023,Lütjenwestedt,7606,alkis
true,true,Rantrum,011571003,2023-11-06,06.11.2023,11_2023,Rantrum,7607,alkis
true,true,Sprenge,015118008,2023-11-06,06.11.2023,11_2023,Steinburg,7608,alkis
true,true,Böklund,018008001,2023-11-06,06.11.2023,11_2023,Böklund,7609,alkis
true,true,Großenrade,013034004,2023-11-06,06.11.2023,11_2023,Großenrade,7610,alkis
true,true,Möhlhorst,010275001,2023-11-06,06.11.2023,11_2023,Fleckeby,7611,alkis
true,true,Looft,012075011,2023-11-06,06.11.2023,11_2023,Looft,7612,alkis
true,true,Meezen,010273004,2023-11-06,06.11.2023,11_2023,Meezen,7613,alkis
true,true,Wangelau,017274005,2023-11-06,06.11.2023,11_2023,Wangelau,7614,alkis
true,true,Thomsdorf,014187003,2023-11-06,06.11.2023,11_2023,Riepsdorf,7615,alkis
true,true,Neuberend,018080002,2023-11-06,06.11.2023,11_2023,Neuberend,7616,alkis
true,true,Kronsmoor,012066001,2023-11-06,06.11.2023,11_2023,Kronsmoor,7617,alkis
true,true,Lohe-Föhrden,010249002,2023-11-06,06.11.2023,11_2023,Lohe-Föhrden,7618,alkis
true,true,Pülsen,016139003,2023-11-06,06.11.2023,11_2023,Köhn,7619,alkis
true,true,Kalleby,011069001,2023-11-06,06.11.2023,11_2023,Steinbergkirche,7620,alkis
true,true,Munkbrarup,011097004,2023-11-06,06.11.2023,11_2023,Munkbrarup,7621,alkis
true,true,Löptin,016103002,2023-11-06,06.11.2023,11_2023,Löptin,7622,alkis
true,true,Hummelfeld,010197004,2023-11-06,06.11.2023,11_2023,Hummelfeld,7623,alkis
true,true,Sachsenwald,017220053,2023-11-06,06.11.2023,11_2023,"Sachsenwald, Forstgutsbez.",7624,alkis
true,true,Keitum,015531001,2023-11-06,06.11.2023,11_2023,Sylt,7625,alkis
true,true,Bäk,017006001,2023-11-06,06.11.2023,11_2023,Bäk,7626,alkis
true,true,Lebrade,016098001,2023-11-06,06.11.2023,11_2023,Lebrade,7627,alkis
true,true,Mühlenbarbek,012080003,2023-11-06,06.11.2023,11_2023,Mühlenbarbek,7628,alkis
true,true,Mollhagen,015079001,2023-11-06,06.11.2023,11_2023,Steinburg,7629,alkis
true,true,Wiemersdorf,019132007,2023-11-06,06.11.2023,11_2023,Wiemersdorf,7630,alkis
true,true,Sarnekow,017233002,2023-11-06,06.11.2023,11_2023,Besenthal,7631,alkis
true,true,Schlichting,013358012,2023-11-06,06.11.2023,11_2023,Schlichting,7632,alkis
true,true,Edendorf,012029001,2023-11-06,06.11.2023,11_2023,Itzehoe,7633,alkis
true,true,Stangheck,011131006,2023-11-06,06.11.2023,11_2023,Stangheck,7634,alkis
true,true,Bentfeld,014012002,2023-11-06,06.11.2023,11_2023,Schashagen,7635,alkis
true,true,Steinfeld,018107001,2023-11-06,06.11.2023,11_2023,Steinfeld,7636,alkis
true,true,Meggerdorf,018075252,2023-11-06,06.11.2023,11_2023,Meggerdorf,7637,alkis
true,true,Nordhackstedt,011104005,2023-11-06,06.11.2023,11_2023,Nordhackstedt,7638,alkis
true,true,Klein-Nordsee,012609004,2023-11-06,06.11.2023,11_2023,Felde,7639,alkis
true,true,Seestermühe,016575013,2023-11-06,06.11.2023,11_2023,Seestermühe,7640,alkis
true,true,Großenrade,013034008,2023-11-06,06.11.2023,11_2023,Großenrade,7641,alkis
true,true,Kollmar,012170013,2023-11-06,06.11.2023,11_2023,Neuendorf b. Elmshorn,7642,alkis
true,true,Buchholz,013013007,2023-11-06,06.11.2023,11_2023,Buchholz,7643,alkis
true,true,Sachsenwald,017220027,2023-11-06,06.11.2023,11_2023,"Sachsenwald, Forstgutsbez.",7644,alkis
true,true,Dänschendorf,014029011,2023-11-06,06.11.2023,11_2023,Fehmarn,7645,alkis
true,true,Börnsen,017023002,2023-11-06,06.11.2023,11_2023,Börnsen,7646,alkis
true,true,Seekamp,014165002,2023-11-06,06.11.2023,11_2023,Neukirchen,7647,alkis
true,true,Hohenholm,010179001,2023-11-06,06.11.2023,11_2023,Holtsee,7648,alkis
true,true,Borstel-Hohenraden,016512004,2023-11-06,06.11.2023,11_2023,Borstel-Hohenraden,7649,alkis
true,true,Hornstorf,019050004,2023-11-06,06.11.2023,11_2023,Seedorf,7650,alkis
true,true,Ringsberg,011117002,2023-11-06,06.11.2023,11_2023,Ringsberg,7651,alkis
true,true,Owschlag,010326013,2023-11-06,06.11.2023,11_2023,Owschlag,7652,alkis
true,true,Kniphagen,014091001,2023-11-06,06.11.2023,11_2023,Schönwalde am Bungsberg,7653,alkis
true,true,Mölln,017179019,2023-11-06,06.11.2023,11_2023,Mölln,7654,alkis
true,true,Damendorf,010078008,2023-11-06,06.11.2023,11_2023,Damendorf,7655,alkis
true,true,Rohlfshagen,015106004,2023-11-06,06.11.2023,11_2023,Rümpel,7656,alkis
true,true,Bokhorst,014507003,2023-11-06,06.11.2023,11_2023,Schillsdorf,7657,alkis
true,true,Tramm,017269005,2023-11-06,06.11.2023,11_2023,Tramm,7658,alkis
true,true,Hinrichsdorf,014070004,2023-11-06,06.11.2023,11_2023,Fehmarn,7659,alkis
true,true,Wanderup,011157023,2023-11-06,06.11.2023,11_2023,Wanderup,7660,alkis
true,true,Borstel-Hohenraden,016512013,2023-11-06,06.11.2023,11_2023,Borstel-Hohenraden,7661,alkis
true,true,Pölitz,015096005,2023-11-06,06.11.2023,11_2023,Pölitz,7662,alkis
true,true,Brunsbüttel,013016025,2023-11-06,06.11.2023,11_2023,Brunsbüttel,7663,alkis
true,true,Itzehoe,012051011,2023-11-06,06.11.2023,11_2023,Itzehoe,7664,alkis
true,true,Bargstedt,010021002,2023-11-06,06.11.2023,11_2023,Bargstedt,7665,alkis
true,true,Schafstedt,013083016,2023-11-06,06.11.2023,11_2023,Schafstedt,7666,alkis
true,true,Kogel,017142006,2023-11-06,06.11.2023,11_2023,Sterley,7667,alkis
true,true,Tensbüttel,013088004,2023-11-06,06.11.2023,11_2023,Tensbüttel-Röst,7668,alkis
true,true,Jardelund,011171008,2023-11-06,06.11.2023,11_2023,Jardelund,7669,alkis
true,true,Norderstapel,018084004,2023-11-06,06.11.2023,11_2023,Stapel,7670,alkis
true,true,Vorwerk,013536002,2023-11-06,06.11.2023,11_2023,"Lübeck, Hansestadt",7671,alkis
true,true,Ekeberg,018027004,2023-11-06,06.11.2023,11_2023,Struxdorf,7672,alkis
true,true,Sierksdorf,014168004,2023-11-06,06.11.2023,11_2023,Sierksdorf,7673,alkis
true,true,Winnert,011593015,2023-11-06,06.11.2023,11_2023,Winnert,7674,alkis
true,true,Altona,014005001,2023-11-06,06.11.2023,11_2023,Sierksdorf,7675,alkis
true,true,Barkenholm,013301001,2023-11-06,06.11.2023,11_2023,Barkenholm,7676,alkis
true,true,Sönderby,010395001,2023-11-06,06.11.2023,11_2023,Rieseby,7677,alkis
true,true,Mehlbek,012076005,2023-11-06,06.11.2023,11_2023,Mehlbek,7678,alkis
true,true,Revensdorf,010352004,2023-11-06,06.11.2023,11_2023,Lindau,7679,alkis
true,true,Ausacker,011002002,2023-11-06,06.11.2023,11_2023,Ausacker,7680,alkis
true,true,Tangenberg,017267003,2023-11-06,06.11.2023,11_2023,Fredeburg,7681,alkis
true,true,Langeln,016550003,2023-11-06,06.11.2023,11_2023,Langeln,7682,alkis
true,true,Gremersdorf,014053003,2023-11-06,06.11.2023,11_2023,Gremersdorf,7683,alkis
true,true,Hungriger Wolf-Bücken,012050007,2023-11-06,06.11.2023,11_2023,Hohenlockstedt,7684,alkis
true,true,Börnsen,017023001,2023-11-06,06.11.2023,11_2023,Börnsen,7685,alkis
true,true,Bienebek,010031005,2023-11-06,06.11.2023,11_2023,Thumby,7686,alkis
true,true,Archsum,015506001,2023-11-06,06.11.2023,11_2023,Sylt,7687,alkis
true,true,Nindorf,010294008,2023-11-06,06.11.2023,11_2023,Nindorf,7688,alkis
true,true,Hoheneichen,016068003,2023-11-06,06.11.2023,11_2023,Rastorf,7689,alkis
true,true,Müssen-Haupthof,017184005,2023-11-06,06.11.2023,11_2023,Müssen,7690,alkis
true,true,Schönböken,016166001,2023-11-06,06.11.2023,11_2023,Ruhwinkel,7691,alkis
true,true,Oevelgönne,014132001,2023-11-06,06.11.2023,11_2023,Sierksdorf,7692,alkis
true,true,Rahde,012102001,2023-11-06,06.11.2023,11_2023,Kleve,7693,alkis
true,true,Huje,012049002,2023-11-06,06.11.2023,11_2023,Huje,7694,alkis
true,true,Köhn-Moorrehmen,016089007,2023-11-06,06.11.2023,11_2023,Köhn,7695,alkis
true,true,Alt Bennebek,018001006,2023-11-06,06.11.2023,11_2023,Alt Bennebek,7696,alkis
true,true,Groß Weeden,017083003,2023-11-06,06.11.2023,11_2023,Rondeshagen,7697,alkis
true,true,Sahms,017228003,2023-11-06,06.11.2023,11_2023,Sahms,7698,alkis
true,true,Lauenburg,017162004,2023-11-06,06.11.2023,11_2023,Lauenburg/Elbe,7699,alkis
true,true,Ockholm,011559010,2023-11-06,06.11.2023,11_2023,Ockholm,7700,alkis
true,true,Stolpe,016183001,2023-11-06,06.11.2023,11_2023,Stolpe,7701,alkis
true,true,Dänischenhagen,010076001,2023-11-06,06.11.2023,11_2023,Dänischenhagen,7702,alkis
true,true,Böelschuby,018010001,2023-11-06,06.11.2023,11_2023,Böel,7703,alkis
true,true,Bösby,010039002,2023-11-06,06.11.2023,11_2023,Holzdorf,7704,alkis
true,true,Heide,013323005,2023-11-06,06.11.2023,11_2023,Heide,7705,alkis
true,true,Wohltorf,017282001,2023-11-06,06.11.2023,11_2023,Wohltorf,7706,alkis
true,true,Ehndorf,014525007,2023-11-06,06.11.2023,11_2023,Ehndorf,7707,alkis
true,true,Kaiser-Wilhelm-Koog,013044012,2023-11-06,06.11.2023,11_2023,Kaiser-Wilhelm-Koog,7708,alkis
true,true,Sehmsdorf,015116003,2023-11-06,06.11.2023,11_2023,Bad Oldesloe,7709,alkis
true,true,Esingen,016522016,2023-11-06,06.11.2023,11_2023,Tornesch,7710,alkis
true,true,Schönningstedt,015113002,2023-11-06,06.11.2023,11_2023,Reinbek,7711,alkis
true,true,Salem,017229002,2023-11-06,06.11.2023,11_2023,Salem,7712,alkis
true,true,Tramm,017269001,2023-11-06,06.11.2023,11_2023,Tramm,7713,alkis
true,true,Bokel,016509006,2023-11-06,06.11.2023,11_2023,Bokel,7714,alkis
true,true,Silberstedt,018106014,2023-11-06,06.11.2023,11_2023,Silberstedt,7715,alkis
true,true,Pinneberg,016562003,2023-11-06,06.11.2023,11_2023,Pinneberg,7716,alkis
true,true,Elsdorf-Westermühlen,010095003,2023-11-06,06.11.2023,11_2023,Elsdorf-Westermühlen,7717,alkis
true,true,Neuwittenbek,010289004,2023-11-06,06.11.2023,11_2023,Neuwittenbek,7718,alkis
true,true,Ulzburg,019122004,2023-11-06,06.11.2023,11_2023,Henstedt-Ulzburg,7719,alkis
true,true,Dörnick,016029001,2023-11-06,06.11.2023,11_2023,Dörnick,7720,alkis
true,true,Oldesloe,015092008,2023-11-06,06.11.2023,11_2023,Bad Oldesloe,7721,alkis
true,true,Esingen,016522007,2023-11-06,06.11.2023,11_2023,Tornesch,7722,alkis
true,true,Damp,010080005,2023-11-06,06.11.2023,11_2023,Damp,7723,alkis
true,true,Altratjensdorf,014006003,2023-11-06,06.11.2023,11_2023,Riepsdorf,7724,alkis
true,true,Boksee,012703003,2023-11-06,06.11.2023,11_2023,Boksee,7725,alkis
true,true,Jützbüttel,013043001,2023-11-06,06.11.2023,11_2023,Osterrade,7726,alkis
true,true,Wester-Akeby,018126001,2023-11-06,06.11.2023,11_2023,Taarstedt,7727,alkis
true,true,Langwedel,010240008,2023-11-06,06.11.2023,11_2023,Langwedel,7728,alkis
true,true,Friedrichsgraben,010110001,2023-11-06,06.11.2023,11_2023,Friedrichsgraben,7729,alkis
true,true,Lehmkuhlen,016099005,2023-11-06,06.11.2023,11_2023,Lehmkuhlen,7730,alkis
true,true,Delve,013310005,2023-11-06,06.11.2023,11_2023,Delve,7731,alkis
true,true,Esperstoft,018032005,2023-11-06,06.11.2023,11_2023,Silberstedt,7732,alkis
true,true,Viöl,011589004,2023-11-06,06.11.2023,11_2023,Viöl,7733,alkis
true,true,Börnsdorf,016014002,2023-11-06,06.11.2023,11_2023,Bösdorf,7734,alkis
true,true,Bartelsdorf,017011001,2023-11-06,06.11.2023,11_2023,Schulendorf,7735,alkis
true,true,Stellböken,016181003,2023-11-06,06.11.2023,11_2023,Martensrade,7736,alkis
true,true,Strübbel,013361002,2023-11-06,06.11.2023,11_2023,Strübbel,7737,alkis
true,true,Hornbek,017110007,2023-11-06,06.11.2023,11_2023,Hornbek,7738,alkis
true,true,Sankt Margarethen,012110001,2023-11-06,06.11.2023,11_2023,Sankt Margarethen,7739,alkis
true,true,Friedrichsholm,010112006,2023-11-06,06.11.2023,11_2023,Friedrichsholm,7740,alkis
true,true,Roseburg,017216002,2023-11-06,06.11.2023,11_2023,Roseburg,7741,alkis
true,true,Hetlingen,016537006,2023-11-06,06.11.2023,11_2023,Hetlingen,7742,alkis
true,true,Stubbe,010413004,2023-11-06,06.11.2023,11_2023,Rieseby,7743,alkis
true,true,Hohenaspe,012045012,2023-11-06,06.11.2023,11_2023,Hohenaspe,7744,alkis
true,true,Bergholz-Meierhof,017017006,2023-11-06,06.11.2023,11_2023,Langenlehsten,7745,alkis
true,true,Beldorf,010028001,2023-11-06,06.11.2023,11_2023,Beldorf,7746,alkis
true,true,Halstenbek,016529007,2023-11-06,06.11.2023,11_2023,Halstenbek,7747,alkis
true,true,Rotensande,010360003,2023-11-06,06.11.2023,11_2023,Waabs,7748,alkis
true,true,Hennstedt,013325011,2023-11-06,06.11.2023,11_2023,Hennstedt,7749,alkis
true,true,Tensbüttel,013088005,2023-11-06,06.11.2023,11_2023,Tensbüttel-Röst,7750,alkis
true,true,Geel,018041003,2023-11-06,06.11.2023,11_2023,Brodersby-Goltoft,7751,alkis
true,true,Harmsdorf,017102002,2023-11-06,06.11.2023,11_2023,Harmsdorf,7752,alkis
true,true,Schrevenborn,012714006,2023-11-06,06.11.2023,11_2023,Heikendorf,7753,alkis
true,true,Bartelsbusch,017010002,2023-11-06,06.11.2023,11_2023,Groß Disnack,7754,alkis
true,true,Stolk,018109007,2023-11-06,06.11.2023,11_2023,Stolk,7755,alkis
true,true,Sterup,011135008,2023-11-06,06.11.2023,11_2023,Sterup,7756,alkis
true,true,Thumby,018118003,2023-11-06,06.11.2023,11_2023,Schnarup-Thumby,7757,alkis
true,true,Ottendorf,012619003,2023-11-06,06.11.2023,11_2023,Ottendorf,7758,alkis
true,true,Gnutz,010120013,2023-11-06,06.11.2023,11_2023,Gnutz,7759,alkis
true,true,Vorbrügge,012126002,2023-11-06,06.11.2023,11_2023,Kellinghusen,7760,alkis
true,true,Hagen,019039009,2023-11-06,06.11.2023,11_2023,Hagen,7761,alkis
true,true,Wöhrden,013101010,2023-11-06,06.11.2023,11_2023,Wöhrden,7762,alkis
true,true,Büstorf,010072005,2023-11-06,06.11.2023,11_2023,Rieseby,7763,alkis
true,true,Plöner See,016129001,2023-11-06,06.11.2023,11_2023,Nehmten,7764,alkis
true,true,Saxtorf,010364004,2023-11-06,06.11.2023,11_2023,Rieseby,7765,alkis
true,true,Perdöl,016127009,2023-11-06,06.11.2023,11_2023,Belau,7766,alkis
true,true,Aasbüttel,010002005,2023-11-06,06.11.2023,11_2023,Thaden,7767,alkis
true,true,Neversdorf,019083004,2023-11-06,06.11.2023,11_2023,Neversdorf,7768,alkis
true,true,Eckhof,010086003,2023-11-06,06.11.2023,11_2023,Strande,7769,alkis
true,true,Steinfeld,018107002,2023-11-06,06.11.2023,11_2023,Steinfeld,7770,alkis
true,true,Hakendorf-Meierhof,017095002,2023-11-06,06.11.2023,11_2023,Klein Zecher,7771,alkis
true,true,Büttel,012023009,2023-11-06,06.11.2023,11_2023,Büttel,7772,alkis
true,true,Reinsbek,019091003,2023-11-06,06.11.2023,11_2023,Pronstorf,7773,alkis
true,true,Warnau,016198003,2023-11-06,06.11.2023,11_2023,Warnau,7774,alkis
true,true,Groß Grönau,017075004,2023-11-06,06.11.2023,11_2023,Groß Grönau,7775,alkis
true,true,Windeby,010453003,2023-11-06,06.11.2023,11_2023,Windeby,7776,alkis
true,true,Bühnsdorf,019018001,2023-11-06,06.11.2023,11_2023,Bühnsdorf,7777,alkis
true,true,Glashütte,019031006,2023-11-06,06.11.2023,11_2023,"Buchholz, Forstgutsbezirk",7778,alkis
true,true,Schülp bei Nortorf,010383005,2023-11-06,06.11.2023,11_2023,Schülp b. Nortorf,7779,alkis
true,true,Nutteln,012087002,2023-11-06,06.11.2023,11_2023,Nutteln,7780,alkis
true,true,Roseburg,017216005,2023-11-06,06.11.2023,11_2023,Roseburg,7781,alkis
true,true,Töstrup,018120002,2023-11-06,06.11.2023,11_2023,Oersberg,7782,alkis
